"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"conhost","2","84","2203434258432","4894720","1368064","7064",,,,,,,,,,"Process",,,"8",,"True",,,"1292",".",,,,"7064","7064","1368064","1368064","160080","160080","1368064","1368064","4898816","4898816","2203434258432","116035584",,,"1368064","1368064",,"2",,"System.Diagnostics.ProcessThreadCollection","84","2203434258432","116035584","False",,,,"4894720","4894720",,,,,,"conhost","0","","True",,
"conhost","2","129","2203438866432","8052736","3051520","7872","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (powershell)","Microsoft Corporation","0.03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8372","8",,"False","6/6/2023 10:33:44 AM",,"3140",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","3051520","3051520","167912","167912","3108864","3108864","8085504","8085504","2203439915008","121692160","True","Normal","3051520","3051520","3","2",,"System.Diagnostics.ProcessThreadCollection","129","2203438866432","120643584","False",,,,"8052736","8052736",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","conhost","0","","True",,
"conhost","0","129","2203424071680","11165696","6598656","7464","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (WaSecAgentProv)","Microsoft Corporation","0.03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8392","8",,"False","6/6/2023 6:40:14 AM",,"4964",".","104857600","13107200","System.Diagnostics.ProcessModuleCollection","7464","7464","6598656","6598656","126872","126872","6660096","6660096","11186176","11186176","2203425120256","106897408","True","Normal","6598656","6598656","3","0",,"System.Diagnostics.ProcessThreadCollection","129","2203424071680","105848832","False",,,,"11165696","11165696",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","conhost","0","","True",,
"conhost","2","228","2203497091072","20598784","7536640","13584","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (pwsh)","Microsoft Corporation","0.140625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8412","8",,"False","6/6/2023 9:31:49 AM",,"5308",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13584","13584","7536640","7536640","251432","251432","7696384","7696384","22646784","22646784","2203503910912","185688064","True","Normal","7536640","7536640","3","2",,"System.Diagnostics.ProcessThreadCollection","228","2203497091072","178868224","False",,,,"20598784","20598784",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0937500","00:00:00.1406250","00:00:00.0468750","conhost","0","","True",,
"conhost","2","152","2203473293312","13025280","5980160","10328","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (winpty-agent)","Microsoft Corporation","23.8125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8452","8",,"False","6/6/2023 6:53:44 AM",,"5412",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10328","10328","5980160","5980160","226120","226120","8929280","8929280","16625664","16625664","2203480711168","162488320","True","Normal","5980160","5980160","3","2",,"System.Diagnostics.ProcessThreadCollection","152","2203473293312","155070464","False",,,,"13025280","13025280",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:12.6093750","00:00:23.8125000","00:00:11.2031250","conhost","0","","True",,
"conhost","2","152","2203473293312","11341824","4222976","10328","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (winpty-agent)","Microsoft Corporation","1.0625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8472","8",,"False","6/6/2023 10:14:29 AM",,"6448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10328","10328","4222976","4222976","226312","226312","8531968","8531968","17473536","17473536","2203481026560","162803712","True","Normal","4222976","4222976","3","2",,"System.Diagnostics.ProcessThreadCollection","152","2203473293312","155070464","False",,,,"11341824","11341824",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.4062500","00:00:01.0625000","00:00:00.6562500","conhost","0","","True",,
"csrss","0","499","2203409539072","5660672","2351104","18824",,,,,"1.625",,,,,"Process",,,"13",,"False","6/6/2023 6:39:48 AM",,"464",".",,,,"18824","18824","2351104","2351104","217744","217744","2351104","2351104","5697536","5697536","2203410849792","92626944",,,"2351104","2351104",,"0",,"System.Diagnostics.ProcessThreadCollection","499","2203409539072","91316224","False",,,,"5660672","5660672",,,"00:00:01.4062500","00:00:01.6250000","00:00:00.2187500","csrss","0","","True",,
"csrss","1","165","2203402199040","5169152","2174976","9480",,,,,"0.125",,,,,"Process",,,"13",,"False","6/6/2023 6:39:48 AM",,"548",".",,,,"9480","9480","2174976","2174976","114728","114728","2387968","2387968","5357568","5357568","2203406393344","88170496",,,"2174976","2174976",,"1",,"System.Diagnostics.ProcessThreadCollection","165","2203402199040","83976192","False",,,,"5169152","5169152",,,"00:00:00.0781250","00:00:00.1250000","00:00:00.0468750","csrss","0","","True",,
"csrss","2","415","2203426750464","7233536","2396160","18104",,,,,"9.25",,,,,"Process",,,"13",,"False","6/6/2023 6:40:51 AM",,"768",".",,,,"18104","18104","2396160","2396160","210504","210504","2445312","2445312","26243072","26243072","2203436285952","118063104",,,"2396160","2396160",,"2",,"System.Diagnostics.ProcessThreadCollection","415","2203426750464","108527616","False",,,,"7233536","7233536",,,"00:00:08.9687500","00:00:09.2500000","00:00:00.2812500","csrss","0","","True",,
"ctfmon","2","393","2203456524288","16138240","3891200","15544","C:\Windows\system32\ctfmon.exe","""ctfmon.exe""","System.Diagnostics.Process (svchost)","Microsoft Corporation","3.765625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","CTF Loader","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8564","13",,"False","6/6/2023 6:40:55 AM",,"1492",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15544","15544","3891200","3891200","198648","198648","3891200","3891200","16187392","16187392","2203457572864","139350016","True","High","3891200","3891200","3","2",,"System.Diagnostics.ProcessThreadCollection","393","2203456524288","138301440","False",,,,"16138240","16138240",,"System.Diagnostics.ProcessModule (ctfmon.exe)","00:00:02.4843750","00:00:03.7656250","00:00:01.2812500","ctfmon","0","","True",,
"dllhost","2","215","2203501699072","12423168","3629056","16312","C:\Windows\system32\DllHost.exe","C:\Windows\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.25","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8560","8",,"False","6/6/2023 6:44:32 AM",,"6684",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16312","16312","3629056","3629056","144064","144064","5939200","5939200","13578240","13578240","2203512553472","194330624","True","Normal","3629056","3629056","3","2",,"System.Diagnostics.ProcessThreadCollection","215","2203501699072","183476224","False",,,,"12423168","12423168",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.1562500","00:00:00.2500000","00:00:00.0937500","dllhost","0","","True",,
"dwm","1","543","2203530457088","39440384","16617472","22008","C:\Windows\system32\dwm.exe","""dwm.exe""","System.Diagnostics.Process (winlogon)","Microsoft Corporation","0.171875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Desktop Window Manager","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8624","13",,"False","6/6/2023 6:39:48 AM",,"412",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22008","22008","16617472","16617472","312672","312672","23212032","23212032","39469056","39469056","2203533619200","215396352","True","High","16617472","16617472","3","1",,"System.Diagnostics.ProcessThreadCollection","543","2203530457088","212234240","False",,,,"39440384","39440384",,"System.Diagnostics.ProcessModule (dwm.exe)","00:00:00.0781250","00:00:00.1718750","00:00:00.0937500","dwm","0","","True",,
"dwm","2","631","2203585388544","68780032","24055808","32480","C:\Windows\system32\dwm.exe","""dwm.exe""","System.Diagnostics.Process (winlogon)","Microsoft Corporation","42.640625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Desktop Window Manager","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6640","13",,"False","6/6/2023 6:40:52 AM",,"4740",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32480","32480","24055808","24055808","476944","476944","26120192","26120192","76103680","76103680","2203595026432","276803584","True","High","24055808","24055808","3","2",,"System.Diagnostics.ProcessThreadCollection","631","2203585388544","267165696","False",,,,"68780032","68780032",,"System.Diagnostics.ProcessModule (dwm.exe)","00:00:17.6093750","00:00:42.6406250","00:00:25.0312500","dwm","0","","True",,
"explorer","2","1635","2203850633216","111067136","36601856","64808","C:\Windows\Explorer.EXE","C:\Windows\Explorer.EXE",,"Microsoft Corporation","15.375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Windows Explorer","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10040","8",,"False","6/6/2023 6:40:57 AM",,"5252",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","64808","64808","36601856","36601856","907552","907552","45969408","45969408","128143360","128143360","2204043640832","725417984","True","Normal","36601856","36601856","3","2",,"System.Diagnostics.ProcessThreadCollection","1635","2203850633216","532410368","False",,,,"111067136","111067136",,"System.Diagnostics.ProcessModule (Explorer.EXE)","00:00:10.0156250","00:00:15.3750000","00:00:05.3593750","explorer","262236","","True",,
"fontdrvhost","1","54","2203414212608","3915776","1409024","6112","C:\Windows\system32\fontdrvhost.exe","""fontdrvhost.exe""","System.Diagnostics.Process (winlogon)","Microsoft Corporation","0","10.0.17763.3469 (WinBuild.160101.0800)","10.0.17763.3469","Usermode Font Driver Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9760","8",,"False","6/6/2023 6:39:48 AM",,"844",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","6112","6112","1409024","1409024","91032","91032","1499136","1499136","4009984","4009984","2203415785472","97562624","True","Normal","1409024","1409024","3","1",,"System.Diagnostics.ProcessThreadCollection","54","2203414212608","95989760","False",,,,"3915776","3915776",,"System.Diagnostics.ProcessModule (fontdrvhost.exe)","00:00:00","00:00:00","00:00:00","fontdrvhost","0","","True",,
